ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Mph),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.6428,0.0239,9.6747,-0.0825,-0.0337,9.8062,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2791,2015-06-12 12:42:50:478
-0.6428,0.0239,9.6747,-0.0825,-0.0337,9.8062,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2801,2015-06-12 12:42:50:488
-0.6428,0.0239,9.6747,-0.0825,-0.0337,9.8062,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.77,75.56,91.27,301.42,0.17,0.54,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2810,2015-06-12 12:42:50:497
-0.6428,0.0239,9.6747,-0.0825,-0.0337,9.8062,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2821,2015-06-12 12:42:50:508
-0.6428,0.0239,9.6747,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2831,2015-06-12 12:42:50:518
-0.6428,0.0239,9.6747,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2841,2015-06-12 12:42:50:528
-0.6428,0.0239,9.6747,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2851,2015-06-12 12:42:50:538
-0.6428,0.0239,9.6747,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,50.094,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2861,2015-06-12 12:42:50:548
-0.2512,0.0274,9.8485,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,48.837,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2871,2015-06-12 12:42:50:558
-0.2512,0.0274,9.8485,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,23431.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,48.837,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2883,2015-06-12 12:42:50:570
-0.2512,0.0274,9.8485,-0.0721,-0.0479,9.8063,-0.0331,-0.0538,0.0373,-1.38,-2.88,-1.25,20461.0,123.01,75.69,91.11,301.66,0.2,0.48,2.0,812.29,48.837,40.035,-105.343636,5941.94,NaN,,2.68,38.709675,135.2,15 / 25,2892,2015-06-12 12:42:50:579
